Label,Text
0,"Subject: Regarding Your Interview – Cloud Engineer Role

Dear Alex Johnson,

Thank you for taking the time to interview for the Cloud Engineer role at Oracle.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Cheers,

Mia Robinson
Oracle Recruitment Team"
0,"Subject: Interview Decision – UI/UX Designer at Atlassian

Hi Alex Lee,

Following the final stage of interviews, we regret to inform you that you were not selected for the UI/UX Designer role.
We hope you’ll consider applying to future openings.

Warm regards,

Emily Thompson
Atlassian Hiring Team"
1,"Subject: Interview Success – IT Support Specialist at Adobe

Dear Casey Brown,

You’re in! The role of IT Support Specialist at Adobe is yours.

Next steps will include your offer package and our onboarding guide.

Cheers,

Sophie Patel
Adobe Onboarding Desk"
1,"Subject: Interview Success – AI Researcher at Amazon

Hi Jordan Walker,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a AI Researcher at Amazon.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Cheers,

Emily Thompson
People & Culture – Amazon"
0,"Hi Michael Gary Scott,
Thank you so much for taking the time to apply for the Customer Success Associate role. We know a lot of thought and consideration went into your application, and we genuinely appreciate your interest in joining the team here at Spring Health. Unfortunately, we have made the decision to move forward with other candidates whose experience more closely aligns with our team's needs.
Thanks again for your interest in Spring Health! We wish you the best of luck in your current search.
Regards,
The Recruiting Team at Spring Health"
0,"Subject: Interview Outcome – IBM

Dear Casey Smith,

Although your background is strong, we’ve chosen to move forward with other candidates for the Product Manager role.
Please stay connected with us for future opportunities.

Warm regards,

Sophie Patel
IBM Talent Acquisition"
1,"Subject: Interview Success – IT Support Specialist at Atlassian

Alex Lee,

We’d like to formally offer you the IT Support Specialist position at Atlassian.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Warm regards,

Amanda Lee
Atlassian Team"
1,"Subject: Interview Success – AI Researcher at Amazon

Dear Casey Smith,

Great news! Good news!

You're joining us as our next AI Researcher at Amazon.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Sincerely,

Amanda Lee
Recruitment Office – Amazon"
1,"Subject: Interview Success – Product Manager at Oracle

Dear Alex Walker,

You’re in! The role of Product Manager at Oracle is yours.

Next steps will include your offer package and our onboarding guide.

Best regards,

David Chen
Oracle Onboarding Desk"
0,"Dear Michael Gary Scott,
Thank you very much for applying for Business Intelligence Analyst, SMAI role at Micron.
At this time, we regret to inform you that we’ve decided not to move forward with your application. As a growing organization we always have new positions available and therefore we encourage you to continue visiting the career site on a regular basis. Our AI-enabled system will match your resume with any relevant, open vacancies we have.
If you are interested in knowing more about Micron’s culture, you can interact with our team members here . We would be delighted to answer your questions!
Once again, thank you very much for your time and consideration.
We wish you success in your current job search and hope to see your application for other roles at Micron.
Best regards,
Micron Talent Acquisition Team"
1,"Subject: Interview Success – Product Manager at Oracle

Casey Smith,

We’d like to formally offer you the Product Manager position at Oracle.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Sincerely,

Liam Nguyen
Oracle Team"
0,"Subject: Interview Decision – UI/UX Designer at Meta

Dear Jordan Brown,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Warm regards,

Emily Thompson
Careers Team – Meta"
1,"Subject: Interview Success – IT Support Specialist at Amazon

Hi Jordan Johnson,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of IT Support Specialist.

Expect formal documents from HR soon.

Best regards,

David Chen
Recruitment – Amazon"
0,"Hi Michael Gary Scott,
Thank you for your interest in the 2025 Full-Time Analyst Program - Technology - Analytics & Modeling - Seattle. 
We regret to inform you that we will not be moving forward with your candidacy for the program given your graduation date.
We encourage you to visit our website at careers.blackrock.com to review any open opportunities outside of our campus recruiting programs where your background might match the requirements.
We appreciate your interest in the firm and wish you all the best in the next steps of your career.
Kind regards,
BlackRock Campus Recruiting"
0,"Subject: Interview Decision – UI/UX Designer at Amazon

Hi Taylor Walker,

Following the final stage of interviews, we regret to inform you that you were not selected for the UI/UX Designer role.
We hope you’ll consider applying to future openings.

Warm regards,

Amanda Lee
Amazon Hiring Team"
0,"Subject: Interview Decision – DevOps Engineer at Microsoft

Hello Alex Walker,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for DevOps Engineer at Microsoft was appreciated.

Cheers,

Emily Thompson
Microsoft Recruitment"
1,"Subject: Interview Success – Software Engineer at Google

Dear Jordan Johnson,

Great news! Good news!

You're joining us as our next Software Engineer at Google.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Sincerely,

Amanda Lee
Recruitment Office – Google"
1,"Subject: Interview Success – AI Researcher at Meta

Dear Jordan Smith,

Great news! Good news!

You're joining us as our next AI Researcher at Meta.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Cheers,

Liam Nguyen
Recruitment Office – Meta"
0,"Subject: Application Status – DevOps Engineer at Google

Dear Alex Lee,

Although your background is strong, we’ve chosen to move forward with other candidates for the DevOps Engineer role.
Please stay connected with us for future opportunities.

Warm regards,

David Chen
Google Talent Acquisition"
0,"Subject: Interview Decision – Software Engineer at Meta

Hello Jordan Walker,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for Software Engineer at Meta was appreciated.

Kindly,

Emily Thompson
Meta Recruitment"
0,"Subject: Interview Decision – UI/UX Designer at Adobe

Hi Jordan Brown,

We enjoyed speaking with you but will not be offering you the position of UI/UX Designer at this time.
We appreciate your time and wish you well in your career journey.

Cheers,

Emily Thompson
Adobe People Operations"
0,"Amazon application: Status update
Amazon.jobs
	
Hi Michael Gary Scott,
Thanks for applying for the position of Data Analyst, Amazon Warehouse & Distribution (AWD) (ID: 2671516). Unfortunately, this position is no longer available. Please note this status update is not in reference to other positions you may have applied to at Amazon.
We encourage you to visit our career page Amazon.jobs for opportunities that may be a match for you.
Best regards,
Amazon Recruiting Team"
1,"Subject: Interview Success – UI/UX Designer at Oracle

Hi Morgan Walker,

After a detailed evaluation process, you’ve emerged as the final candidate for the UI/UX Designer role at Oracle.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Best regards,

Liam Nguyen
Oracle Hiring Team"
0,"Subject: Interview Decision – UI/UX Designer at IBM

Hi Alex Smith,

Following the final stage of interviews, we regret to inform you that you were not selected for the UI/UX Designer role.
We hope you’ll consider applying to future openings.

Sincerely,

Amanda Lee
IBM Hiring Team"
0,"Subject: Regarding Your Interview – Cybersecurity Analyst Role

Hi Morgan Brown,

Unfortunately, you were not selected for the Cybersecurity Analyst position.
We appreciate the opportunity to learn about your experience and encourage you to explore future openings.

Sincerely,

Amanda Lee
HR – Cisco"
0,"Hello Michael Gary Scott,
Thank you for your interest in the position of Cloud Operations Engineer Intern-224582. We know it takes time and energy to apply, so we appreciate you considering us.
The hiring manager has chosen to move forward with another candidate so we will not be able to explore this particular role further at this time. We will continue to consider you for similar roles as they become available, and we look forward to exploring those opportunities with you.
Note: This email is only related to the Job requisition indicated above. If you are already in touch with the Oracle Hiring team for other roles apart from this role, rest assured this rejection doesn’t impact your progress on those roles.
Best of luck with your job search!
Oracle Talent Acquisition
If you would like accessibility assistance or accommodation for a disability at any point, let us know at +1.888.404.2494, Option 1."
0,"Subject: Recruitment Update – OpenAI

Dear Jordan Smith,

Although your background is strong, we’ve chosen to move forward with other candidates for the DevOps Engineer role.
Please stay connected with us for future opportunities.

Warm regards,

Olivia Lewis
OpenAI Talent Acquisition"
1,"Subject: Interview Success – IT Support Specialist at Amazon

Sydney Johnson,

We’d like to formally offer you the IT Support Specialist position at Amazon.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Kindly,

Amanda Lee
Amazon Team"
0,"Subject: Recruitment Update – Amazon

Dear Jordan Johnson,

Although your background is strong, we’ve chosen to move forward with other candidates for the Cloud Engineer role.
Please stay connected with us for future opportunities.

Warm regards,

Daniel Garcia
Amazon Talent Acquisition"
1,"Subject: Interview Success – AI Researcher at Meta

Hi Casey Lee,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a AI Researcher at Meta.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Warm regards,

David Chen
People & Culture – Meta"
0,"Subject: Interview Decision – AI Researcher at Atlassian

Hi Alex Lee,

Following the final stage of interviews, we regret to inform you that you were not selected for the AI Researcher role.
We hope you’ll consider applying to future openings.

Cheers,

Liam Nguyen
Atlassian Hiring Team"
0,"Subject: Interview Decision – Product Manager at Meta

Hi Alex Johnson,

We enjoyed speaking with you but will not be offering you the position of Product Manager at this time.
We appreciate your time and wish you well in your career journey.

Warm regards,

Liam Nguyen
Meta People Operations"
0,"Subject: Application Status – Cloud Engineer at Adobe

Hello Jordan Brown,

We truly appreciate your interest in joining Adobe as a Cloud Engineer.
After thorough evaluation, we will not be extending an offer at this time.
We wish you all the best in your career journey.

Warm regards,

Liam Nguyen
People & Culture – Adobe"
0,"Subject: Interview Outcome – Atlassian

Dear Morgan Lee,

Thank you for taking the time to interview for the UI/UX Designer role at Atlassian.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Sincerely,

Jordan Kim
Atlassian Recruitment Team"
0,"Subject: Final Decision – DevOps Engineer at IBM

Hello Taylor Johnson,

We truly appreciate your interest in joining IBM as a DevOps Engineer.
After thorough evaluation, we will not be extending an offer at this time.
We wish you all the best in your career journey.

Cheers,

Amanda Lee
People & Culture – IBM"
0,"Subject: Interview Outcome – Software Engineer at Adobe

Dear Morgan Smith,

After reviewing all applications, we regret to inform you that you were not selected for the Software Engineer role at Adobe.
Thank you again for your interest.

Best regards,

Emily Thompson
Adobe Talent Team"
1,"Subject: Interview Success – Product Manager at Meta

Dear Morgan Smith,

You’re in! The role of Product Manager at Meta is yours.

Next steps will include your offer package and our onboarding guide.

Best regards,

David Chen
Meta Onboarding Desk"
0,"Subject: Application Status – UI/UX Designer at Oracle

Dear Jordan Walker,

Thank you for taking the time to interview for the UI/UX Designer role at Oracle.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Kind regards,

Noah Clark
Oracle Recruitment Team"
1,"Subject: Interview Success – AI Researcher at Meta

Dear Casey Walker,

Great news! Good news!

You're joining us as our next AI Researcher at Meta.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Warm regards,

Liam Nguyen
Recruitment Office – Meta"
1,"Subject: Interview Success – UI/UX Designer at Microsoft

Dear Morgan Lee,

Great news! Good news!

You're joining us as our next UI/UX Designer at Microsoft.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Cheers,

Liam Nguyen
Recruitment Office – Microsoft"
1,"Subject: Interview Success – Product Manager at Oracle

Dear Sydney Lee,

You’re in! The role of Product Manager at Oracle is yours.

Next steps will include your offer package and our onboarding guide.

Sincerely,

David Chen
Oracle Onboarding Desk"
1,"Subject: Interview Success – UI/UX Designer at IBM

Hi Casey Smith,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of UI/UX Designer.

Expect formal documents from HR soon.

Kindly,

Emily Thompson
Recruitment – IBM"
0,"Subject: Recruitment Update – Amazon

Hello Morgan Smith,

We truly appreciate your interest in joining Amazon as a Product Manager.
After thorough evaluation, we will not be extending an offer at this time.
We wish you all the best in your career journey.

Sincerely,

Noah Clark
People & Culture – Amazon"
1,"Subject: Interview Success – Data Analyst at Amazon

Hi Casey Lee,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a Data Analyst at Amazon.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Warm regards,

Emily Thompson
People & Culture – Amazon"
0,"Subject: Regarding Your Interview – Cybersecurity Analyst Role

Dear Jordan Brown,

Thank you for taking the time to interview for the Cybersecurity Analyst role at IBM.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Cheers,

Mia Robinson
IBM Recruitment Team"
0,"Subject: Interview Decision – DevOps Engineer at IBM

Hi Alex Brown,

We enjoyed speaking with you but will not be offering you the position of DevOps Engineer at this time.
We appreciate your time and wish you well in your career journey.

Kindly,

David Chen
IBM People Operations"
0,"Subject: Interview Decision – DevOps Engineer at Oracle

Hello Morgan Walker,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for DevOps Engineer at Oracle was appreciated.

Warm regards,

Amanda Lee
Oracle Recruitment"
0,"Subject: Interview Decision – AI Researcher at Meta

Dear Alex Lee,

We appreciate your application for the AI Researcher position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Meta.

Best regards,

Emily Thompson
Meta Recruiting Office"
1,"Subject: Interview Success – UI/UX Designer at Adobe

Hi Casey Johnson,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of UI/UX Designer.

Expect formal documents from HR soon.

Kindly,

Liam Nguyen
Recruitment – Adobe"
0,"Subject: Regarding Your Interview – IT Support Specialist Role

Dear Alex Lee,

Thank you for taking the time to interview for the IT Support Specialist role at Amazon.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Cheers,

Jordan Kim
Amazon Recruitment Team"
1,"Subject: Interview Success – AI Researcher at Microsoft

Dear Jordan Brown,

Great news! Good news!

You're joining us as our next AI Researcher at Microsoft.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Best regards,

David Chen
Recruitment Office – Microsoft"
0,"Subject: Interview Decision – Product Manager at Google

Hi Casey Johnson,

Following the final stage of interviews, we regret to inform you that you were not selected for the Product Manager role.
We hope you’ll consider applying to future openings.

Kindly,

David Chen
Google Hiring Team"
0,"Subject: Interview Decision – Software Engineer at Meta

Dear Morgan Brown,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Sincerely,

Sophie Patel
Careers Team – Meta"
0,"Subject: Recruitment Update – Meta

Dear Jordan Lee,

Although your background is strong, we’ve chosen to move forward with other candidates for the Software Engineer role.
Please stay connected with us for future opportunities.

Warm regards,

Noah Clark
Meta Talent Acquisition"
0,"Subject: Interview Decision – DevOps Engineer at Meta

Hi Morgan Walker,

We enjoyed speaking with you but will not be offering you the position of DevOps Engineer at this time.
We appreciate your time and wish you well in your career journey.

Kindly,

David Chen
Meta People Operations"
1,"Subject: Interview Success – Software Engineer at Amazon

Alex Walker,

We’d like to formally offer you the Software Engineer position at Amazon.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Best regards,

Emily Thompson
Amazon Team"
0,"Subject: Interview Decision – Product Manager at Google

Dear Casey Smith,

We appreciate your application for the Product Manager position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Google.

Cheers,

Sophie Patel
Google Recruiting Office"
1,"Subject: Interview Success – UI/UX Designer at Adobe

Hi Casey Walker,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of UI/UX Designer.

Expect formal documents from HR soon.

Cheers,

David Chen
Recruitment – Adobe"
0,"Subject: Final Decision – Cybersecurity Analyst at Microsoft

Dear Casey Lee,

Although your background is strong, we’ve chosen to move forward with other candidates for the Cybersecurity Analyst role.
Please stay connected with us for future opportunities.

Warm regards,

Sophie Patel
Microsoft Talent Acquisition"
1,"Subject: Interview Success – Software Engineer at IBM

Hi Alex Smith,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a Software Engineer at IBM.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Best regards,

Sophie Patel
People & Culture – IBM"
1,"Subject: Interview Success – Data Analyst at Atlassian

Dear Morgan Brown,

Great news! Good news!

You're joining us as our next Data Analyst at Atlassian.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Cheers,

Emily Thompson
Recruitment Office – Atlassian"
0,"Subject: Interview Decision – AI Researcher at Microsoft

Dear Alex Johnson,

We appreciate your application for the AI Researcher position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Microsoft.

Kindly,

Sophie Patel
Microsoft Recruiting Office"
0,"Subject: Interview Decision – Data Analyst at IBM

Dear Alex Brown,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Best regards,

David Chen
Careers Team – IBM"
0,"Subject: Interview Decision – Data Analyst at Atlassian

Hi Taylor Lee,

We enjoyed speaking with you but will not be offering you the position of Data Analyst at this time.
We appreciate your time and wish you well in your career journey.

Kindly,

David Chen
Atlassian People Operations"
0,"Subject: Interview Decision – UI/UX Designer at Google

Hi Jordan Lee,

We enjoyed speaking with you but will not be offering you the position of UI/UX Designer at this time.
We appreciate your time and wish you well in your career journey.

Best regards,

Sophie Patel
Google People Operations"
0,"Subject: Recruitment Update – Atlassian

Hi Sydney Brown,

Unfortunately, you were not selected for the AI Researcher position.
We appreciate the opportunity to learn about your experience and encourage you to explore future openings.

Best wishes,

Liam Nguyen
HR – Atlassian"
1,"Subject: Interview Success – Software Engineer at Meta

Hi Casey Lee,

After a detailed evaluation process, you’ve emerged as the final candidate for the Software Engineer role at Meta.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Cheers,

Emily Thompson
Meta Hiring Team"
0,"Subject: Final Decision – AI Researcher at OpenAI

Dear Alex Brown,

Thank you for taking the time to interview for the AI Researcher role at OpenAI.
After careful consideration, we regret to inform you that we have decided not to proceed with your application.

Cheers,

Amanda Lee
OpenAI Recruitment Team"
0,"Subject: Interview Decision – IT Support Specialist at Adobe

Hi Sydney Lee,

We enjoyed speaking with you but will not be offering you the position of IT Support Specialist at this time.
We appreciate your time and wish you well in your career journey.

Sincerely,

Sophie Patel
Adobe People Operations"
0,"Subject: Interview Outcome – Oracle

Hi Morgan Lee,

Unfortunately, you were not selected for the Cloud Engineer position.
We appreciate the opportunity to learn about your experience and encourage you to explore future openings.

Cheers,

Jordan Kim
HR – Oracle"
0,"Subject: Interview Decision – Data Analyst at Microsoft

Dear Sydney Lee,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Warm regards,

Amanda Lee
Careers Team – Microsoft"
1,"Subject: Interview Success – AI Researcher at Atlassian

Dear Taylor Lee,

You’re in! The role of AI Researcher at Atlassian is yours.

Next steps will include your offer package and our onboarding guide.

Warm regards,

Emily Thompson
Atlassian Onboarding Desk"
1,"Subject: Interview Success – Data Analyst at Google

Dear Jordan Brown,

You’re in! The role of Data Analyst at Google is yours.

Next steps will include your offer package and our onboarding guide.

Cheers,

David Chen
Google Onboarding Desk"
0,"Hi Michael Gary Scott,
Thank you for your interest in the Data Scientist, Marketplace Product opportunity. Unfortunately, after careful consideration, we have decided we will not be moving forward with your candidacy.
We encourage you to visit Shipt Careers (www.shipt.com/careers) often as we post new positions often and hope you keep Shipt in your mind for future opportunities.
Take care,
Shipt Recruitment Team
This email box is not monitored. Please"
0,"Subject: Interview Decision – IT Support Specialist at Microsoft

Dear Alex Walker,

We appreciate your application for the IT Support Specialist position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Microsoft.

Best regards,

Liam Nguyen
Microsoft Recruiting Office"
1,"Subject: Interview Success – DevOps Engineer at Amazon

Hi Jordan Walker,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a DevOps Engineer at Amazon.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Cheers,

Liam Nguyen
People & Culture – Amazon"
0,"Dear Michael Gary Scott,
Thank you for your interest in Uline and the Business Analyst position. For each open position, we receive interest from many talented individuals. A team of professionals carefully reviews every application received. Unfortunately, you have not been selected to continue in our process for this position.
Thank you for the time you put into the application process. We wish you the best in your future career endeavors.
Sincerely,
Uline Human Resources"
1,"Subject: Interview Success – DevOps Engineer at Google

Dear Casey Lee,

You’re in! The role of DevOps Engineer at Google is yours.

Next steps will include your offer package and our onboarding guide.

Best regards,

Amanda Lee
Google Onboarding Desk"
0,"Dear Michael Gary Scott ,
Thank you for your interest in the HP Inc position of AI/ML Data Science Intern.
We regret to inform that we will not be progressing with your candidacy for this particular requisition.
This notification is only applicable to this specific requisition. If you have applied, are currently interviewing, or have received or accepted an offer for any other position with HP, this notification has no impact on that process.
We hope you will continue to review job openings at HP Careers and apply for the positions you believe are a good match for your skills and expertise. At HP, we’re always looking for talented people who want to make a difference, aren’t satisfied with “good enough,” and are excited about imagining the future and making it happen.
We wish you success in your job search and sincerely appreciate your interest in HP!
Regards,"
1,"Subject: Interview Success – IT Support Specialist at Amazon

Jordan Walker,

We’d like to formally offer you the IT Support Specialist position at Amazon.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Warm regards,

David Chen
Amazon Team"
0,"Subject: Interview Decision – Data Analyst at Atlassian

Dear Taylor Walker,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Best regards,

Sophie Patel
Careers Team – Atlassian"
1,"Subject: Interview Success – IT Support Specialist at IBM

Hi Taylor Walker,

You’ve passed every interview round and impressed each of our panel members. We’d be honored to welcome you as a IT Support Specialist at IBM.

Let’s get started! You’ll be receiving your onboarding steps within the next 48 hours.

Best regards,

Sophie Patel
People & Culture – IBM"
0,"Subject: Interview Decision – AI Researcher at Meta

Dear Taylor Smith,

We appreciate your application for the AI Researcher position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Meta.

Warm regards,

Liam Nguyen
Meta Recruiting Office"
0,"Subject: Interview Outcome – DevOps Engineer at Adobe

Hi Taylor Lee,

Unfortunately, your application did not move forward.

We received many strong applications and made a difficult decision.

Kindly,

Liam Nguyen
Adobe HR Team"
0,"Subject: Interview Decision – DevOps Engineer at Adobe

Hi Sydney Johnson,

We enjoyed speaking with you but will not be offering you the position of DevOps Engineer at this time.
We appreciate your time and wish you well in your career journey.

Kindly,

Emily Thompson
Adobe People Operations"
1,"Subject: Interview Success – UI/UX Designer at Atlassian

Morgan Lee,

We’d like to formally offer you the UI/UX Designer position at Atlassian.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Kindly,

Amanda Lee
Atlassian Team"
1,"Subject: Congratulations – Offer for AI Researcher

Hi Morgan Brown,

Great news! You've officially passed the final stage of our interview process.
We're excited to offer you the position of AI Researcher at IBM.

Our onboarding team will contact you shortly with your offer letter and next steps.

Best wishes,

Amanda Lee
Recruitment – IBM"
0,"Subject: Interview Decision – UI/UX Designer at Oracle

Hello Sydney Lee,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for UI/UX Designer at Oracle was appreciated.

Warm regards,

Emily Thompson
Oracle Recruitment"
1,"Subject: Interview Success – Product Manager at Oracle

Hi Alex Smith,

After a detailed evaluation process, you’ve emerged as the final candidate for the Product Manager role at Oracle.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Sincerely,

Sophie Patel
Oracle Hiring Team"
1,"Subject: Interview Success – Software Engineer at Oracle

Dear Morgan Smith,

Great news! Good news!

You're joining us as our next Software Engineer at Oracle.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Kindly,

Sophie Patel
Recruitment Office – Oracle"
1,"Subject: Interview Success – IT Support Specialist at Meta

Dear Jordan Lee,

Great news! Good news!

You're joining us as our next IT Support Specialist at Meta.
We loved your enthusiasm and professionalism throughout the process.

Expect onboarding details from HR within the week.

Cheers,

Sophie Patel
Recruitment Office – Meta"
0,"Subject: Interview Decision – IT Support Specialist at Meta

Dear Sydney Lee,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Warm regards,

Emily Thompson
Careers Team – Meta"
1,"Subject: Interview Success – Product Manager at Atlassian

Hi Morgan Smith,

Your application stood out among many. We're happy to inform you that you’ve passed the interview stages and have been selected for the role of Product Manager.

Expect formal documents from HR soon.

Kindly,

David Chen
Recruitment – Atlassian"
0,"Subject: Interview Decision – DevOps Engineer at Adobe

Dear Sydney Johnson,

We appreciate your application for the DevOps Engineer position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Adobe.

Warm regards,

Sophie Patel
Adobe Recruiting Office"
1,"Subject: Interview Success – UI/UX Designer at Oracle

Dear Morgan Smith,

You’re in! The role of UI/UX Designer at Oracle is yours.

Next steps will include your offer package and our onboarding guide.

Sincerely,

Sophie Patel
Oracle Onboarding Desk"
0,"Subject: Interview Outcome – IBM

Dear Casey Lee,

Although your background is strong, we’ve chosen to move forward with other candidates for the Frontend Developer role.
Please stay connected with us for future opportunities.

Warm regards,

Noah Clark
IBM Talent Acquisition"
0,"Company 
Dear Michael Gary Scott ,
Thank you for applying for a new career opportunity within SAP. After carefully reviewing your application, we regret to inform you that we have chosen to pursue other applicants. But, this doesn’t have to be the end of the road.
We invite you to continue your search and set up a job agent in the SAP Career Center to learn about future opportunities.
Before you go, it would be great if you could take a few minutes to provide feedback on your application journey for this role, by completing this short survey. 
Best Regards, 
SAP Talent Attraction"
0,"Subject: Interview Decision – Software Engineer at Meta

Hello Sydney Johnson,

Unfortunately, we’ve chosen to move forward with other applicants at this time. Your interview for Software Engineer at Meta was appreciated.

Cheers,

Amanda Lee
Meta Recruitment"
1,"Subject: Interview Success – Data Analyst at Adobe

Dear Sydney Walker,

You’re in! The role of Data Analyst at Adobe is yours.

Next steps will include your offer package and our onboarding guide.

Warm regards,

Liam Nguyen
Adobe Onboarding Desk"
1,"Subject: Interview Success – IT Support Specialist at Amazon

Hi Casey Smith,

After a detailed evaluation process, you’ve emerged as the final candidate for the IT Support Specialist role at Amazon.
We’re thrilled to extend you a job offer. Additional steps and your contract will follow shortly.

Cheers,

Sophie Patel
Amazon Hiring Team"
0,"Subject: Interview Decision – DevOps Engineer at Atlassian

Dear Morgan Walker,

We appreciate your application for the DevOps Engineer position. After careful review, we've decided to proceed with another candidate.

Thanks again for your interest in Atlassian.

Best regards,

Sophie Patel
Atlassian Recruiting Office"
0,"Subject: Final Decision – Frontend Developer at Atlassian

Dear Alex Brown,

Although your background is strong, we’ve chosen to move forward with other candidates for the Frontend Developer role.
Please stay connected with us for future opportunities.

Warm regards,

Sophie Patel
Atlassian Talent Acquisition"
0,"Subject: Interview Decision – UI/UX Designer at Atlassian

Dear Jordan Smith,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Sincerely,

Liam Nguyen
Careers Team – Atlassian"
0,"Dear Michael Gary Scott ,
Thank you for submitting your application for the position of Data Scientist II - New College Grad , in Santa Clara,CA location.
After careful review, we regret to inform you that we will not be considering your profile further for this position.
As we regularly publish new job openings, we kindly invite you to visit the Career section on our website again soon. We encourage you to apply for any open roles that may be a good fit for your background and experience.
If you have applied for multiple jobs at Applied Materials, please login to the Applied Materials Career Site to view your progress for each job requisition.
We thank you for your interest in Applied Materials and wish you all the best in your career.
Regards,
Talent Acquisition Department"
0,"Subject: Interview Decision – Product Manager at Adobe

Dear Alex Lee,

After completing our review, we regret to inform you that we won’t be proceeding with your candidacy.
Thank you for the effort you put into the process.

Kindly,

Liam Nguyen
Careers Team – Adobe"
0,"Subject: Interview Decision – Product Manager at IBM

Hi Casey Walker,

We enjoyed speaking with you but will not be offering you the position of Product Manager at this time.
We appreciate your time and wish you well in your career journey.

Sincerely,

David Chen
IBM People Operations"
1,"Subject: Interview Success – IT Support Specialist at Oracle

Sydney Lee,

We’d like to formally offer you the IT Support Specialist position at Oracle.

You passed the process, and we’re ready to bring you on board. Our hiring managers had nothing but positive feedback!

Kindly,

Sophie Patel
Oracle Team"
0,"Subject: Regarding Your Interview – Cybersecurity Analyst Role

Hi Alex Smith,

Unfortunately, you were not selected for the Cybersecurity Analyst position.
We appreciate the opportunity to learn about your experience and encourage you to explore future openings.

Warm regards,

Liam Nguyen
HR – OpenAI"
